"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"940","GO:0004972",0.0182527191182885,1,3,3,"NMDA glutamate receptor activity","MF"
"3102","GO:0017146",0.0182527191182885,1,3,3,"NMDA selective glutamate receptor complex","CC"
"4551","GO:0034705",0.0182955539240494,1,3,3,"potassium channel complex","CC"
"6480","GO:0050974",0.018322227288443,1,3,3,"detection of mechanical stimulus involved in sensory perception","BP"
"2030","GO:0008328",0.0183400005660376,1,3,3,"ionotropic glutamate receptor complex","CC"
"4710","GO:0035371",0.018418429214307,1,3,3,"microtubule plus-end","CC"
"3204","GO:0019229",0.0184970366705866,0.998777022975219,4,5,"regulation of vasoconstriction","BP"
"1926","GO:0008061",0.018518601739671,1,3,3,"chitin binding","MF"
"5347","GO:0043280",0.0185556935236332,1,3,3,"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","BP"
"6831","GO:0060052",0.0185577213669447,1,3,3,"neurofilament cytoskeleton organization","BP"
"6852","GO:0060088",0.0186252955387306,1,3,3,"auditory receptor cell stereocilium organization","BP"
"2882","GO:0016203",0.0186953816062965,0.998759434740228,4,5,"muscle attachment","BP"
"4908","GO:0036372",0.0187798502799392,0.998751923853075,4,5,"opsin transport","BP"
"4717","GO:0035418",0.0187977261275829,0.998750332771523,4,5,"protein localization to synapse","BP"
"2740","GO:0015562",0.0188611552610939,0.99874468267929,4,5,"efflux transmembrane transporter activity","MF"
"2762","GO:0015711",0.0188611552610939,0.99874468267929,4,5,"organic anion transport","BP"
"8452","GO:0140115",0.0188611552610939,0.99874468267929,4,5,"export across plasma membrane","BP"
"1823","GO:0007422",0.0188973470037301,0.998741455722019,4,5,"peripheral nervous system development","BP"
"7552","GO:0071276",0.0192433865298304,0.998710488723307,4,5,"cellular response to cadmium ion","BP"
"1938","GO:0008090",0.0194759447689045,0.998689562669908,4,5,"retrograde axonal transport","BP"
"3010","GO:0016705",0.023598992320131,0.993904863668003,8,15,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF"
"5314","GO:0043197",0.0242574676287834,0.989564266407222,16,38,"dendritic spine","CC"
"5683","GO:0045494",0.0251543649771829,0.995248183235103,6,10,"photoreceptor cell maintenance","BP"
"1352","GO:0006281",0.0253340610579387,0.986618289924505,25,66,"DNA repair","BP"
"1985","GO:0008217",0.0254499936082438,0.995177875457277,6,10,"regulation of blood pressure","BP"
"1861","GO:0007528",0.0272453695372652,0.991086869762808,10,21,"neuromuscular junction development","BP"
"1178","GO:0005789",0.0273737455430155,0.982438771719883,46,135,"endoplasmic reticulum membrane","CC"
"1385","GO:0006357",0.0285729934982222,0.983365454873383,32,89,"regulation of transcription by RNA polymerase II","BP"
"5184","GO:0042733",0.0290131896680248,0.990398114613822,10,21,"embryonic digit morphogenesis","BP"
"5419","GO:0043547",0.0292209692499387,0.98960490436732,11,24,"positive regulation of GTPase activity","BP"
"3298","GO:0019898",0.0292480325515859,0.989593603787983,11,24,"extrinsic component of membrane","CC"
"2336","GO:0009952",0.0313989366708153,0.992253956369676,7,13,"anterior/posterior pattern specification","BP"
"195","GO:0000977",0.0319076255188221,0.987786848409792,12,27,"RNA polymerase II transcription regulatory region sequence-specific DNA binding","MF"
"5259","GO:0043025",0.0321354544480417,0.979697117069551,41,120,"neuronal cell body","CC"
"5429","GO:0043583",0.0328064120719263,0.99464016182559,5,8,"ear development","BP"
"6560","GO:0051276",0.0334095340000234,0.994511914626289,5,8,"chromosome organization","BP"
"5727","GO:0045664",0.0335024768197065,0.99449208417816,5,8,"regulation of neuron differentiation","BP"
"6412","GO:0050806",0.0335589991630785,0.994480015730242,5,8,"positive regulation of synaptic transmission","BP"
"757","GO:0004177",0.0337286768271181,0.994443747130721,5,8,"aminopeptidase activity","MF"
"1631","GO:0006974",0.0340808927528519,0.980855018330776,27,74,"cellular response to DNA damage stimulus","BP"
"157","GO:0000794",0.0341960398852962,0.994343541950466,5,8,"condensed nuclear chromosome","CC"
"4812","GO:0035861",0.0356410654415878,0.989602787443866,8,16,"site of double-strand break","CC"
"2337","GO:0009953",0.0357478471780949,0.989564847151159,8,16,"dorsal/ventral pattern formation","BP"
"546","GO:0003007",0.0357948089820881,0.989548152698138,8,16,"heart morphogenesis","BP"
"1560","GO:0006821",0.0359958363724223,0.989476630218855,8,16,"chloride transport","BP"
"8114","GO:0097542",0.0360162591544536,0.989469358737807,8,16,"ciliary tip","CC"
"8116","GO:0097546",0.0395742147125966,0.986944002939852,9,19,"ciliary base","CC"
"4057","GO:0032092",0.0401427576311281,0.985637245741915,10,22,"positive regulation of protein binding","BP"
"8725","GO:1902476",0.040854968269707,0.985333307312127,10,22,"chloride transmembrane transport","BP"
"108","GO:0000398",0.0410884739553635,0.985233412592818,10,22,"mRNA splicing, via spliceosome","BP"
"1577","GO:0006869",0.0414680041101632,0.981130487347026,15,37,"lipid transport","BP"
"7938","GO:0090305",0.0419800014962254,0.983864175559712,11,25,"nucleic acid phosphodiester bond hydrolysis","BP"
"7986","GO:0090630",0.0424991866063239,0.990099816761045,6,11,"activation of GTPase activity","BP"
"1013","GO:0005254",0.0435016866896637,0.98980268450114,6,11,"chloride channel activity","MF"
"7513","GO:0071013",0.0435195356505888,0.9897973757494,6,11,"catalytic step 2 spliceosome","CC"
"2957","GO:0016486",0.0440383265066308,0.994256046956476,4,6,"peptide hormone processing","BP"
"2958","GO:0016491",0.0441436292054272,0.971325983825433,41,122,"oxidoreductase activity","MF"
"3347","GO:0021545",0.0445544920940319,0.994164447762624,4,6,"cranial nerve development","BP"
"6390","GO:0050766",0.0445613263188397,0.994163232166981,4,6,"positive regulation of phagocytosis","BP"
"3786","GO:0030991",0.0447125784449313,0.994136310516671,4,6,"intraciliary transport particle A","CC"
"7089","GO:0060993",0.0448628895658389,0.994109521116249,4,6,"kidney morphogenesis","BP"
"2990","GO:0016595",0.0449502402792489,0.994093936799537,4,6,"glutamate binding","MF"
"694","GO:0003899",0.0449801022211867,0.994088606389243,4,6,"DNA-directed 5'-3' RNA polymerase activity","MF"
"343","GO:0001823",0.0450915444370945,0.994068701546816,4,6,"mesonephros development","BP"
"658","GO:0003700",0.0450958564713341,0.976439082623238,20,53,"DNA-binding transcription factor activity","MF"
"5391","GO:0043490",0.0451314902864983,0.994061562080713,4,6,"malate-aspartate shuttle","BP"
"2595","GO:0014032",0.0452420666447571,0.994041786039206,4,6,"neural crest cell development","BP"
"7943","GO:0090316",0.0456758113788013,0.993964030525332,4,6,"positive regulation of intracellular protein transport","BP"
"5026","GO:0042073",0.0489469883666762,0.986015804173671,7,14,"intraciliary transport","BP"
"1719","GO:0007185",0.0558142689220222,0.988131698467289,5,9,"transmembrane receptor protein tyrosine phosphatase signaling pathway","BP"
"811","GO:0004497",0.0558351239730954,0.978394861762886,10,23,"monooxygenase activity","MF"
"3572","GO:0030224",0.0565250273502208,0.995439910036748,3,4,"monocyte differentiation","BP"
"2293","GO:0009753",0.0570193697807987,0.995381942690457,3,4,"response to jasmonic acid","BP"
"6907","GO:0060291",0.0570964316519187,0.99537288401486,3,4,"long-term synaptic potentiation","BP"
"6925","GO:0060326",0.0571310473805423,0.995368812958404,3,4,"cell chemotaxis","BP"
"378","GO:0001921",0.0573229634217065,0.995346220303096,3,4,"positive regulation of receptor recycling","BP"
"559","GO:0003100",0.0573229634217065,0.995346220303096,3,4,"regulation of systemic arterial blood pressure by endothelin","BP"
"2516","GO:0010814",0.0573229634217065,0.995346220303096,3,4,"substance P catabolic process","BP"
"2518","GO:0010816",0.0573229634217065,0.995346220303096,3,4,"calcitonin catabolic process","BP"
"3886","GO:0031302",0.0573229634217065,0.995346220303096,3,4,"intrinsic component of endosome membrane","CC"
"4571","GO:0034959",0.0573229634217065,0.995346220303096,3,4,"endothelin maturation","BP"
"5758","GO:0045745",0.0573229634217065,0.995346220303096,3,4,"positive regulation of G protein-coupled receptor signaling pathway","BP"
"3478","GO:0030001",0.057433778003747,0.995333158103573,3,4,"metal ion transport","BP"
"7508","GO:0071004",0.0575223011628688,0.995322714590845,3,4,"U2-type prespliceosome","CC"
"7523","GO:0071108",0.0575390116042724,0.995320742291249,3,4,"protein K48-linked deubiquitination","BP"
"9204","GO:1990380",0.0575390116042724,0.995320742291249,3,4,"Lys48-specific deubiquitinase activity","MF"
"6913","GO:0060304",0.0576505063929099,0.995307575582799,3,4,"regulation of phosphatidylinositol dephosphorylation","BP"
"8210","GO:0098839",0.0577690594368147,0.995293561608573,3,4,"postsynaptic density membrane","CC"
"1499","GO:0006656",0.0580640590652629,0.995258628762452,3,4,"phosphatidylcholine biosynthetic process","BP"
"7288","GO:0070064",0.0581585504653053,0.995247420912707,3,4,"proline-rich region binding","MF"
"461","GO:0002177",0.0581757658510689,0.995245377988853,3,4,"manchette","CC"
"1676","GO:0007080",0.0581878077287574,0.995243948820479,3,4,"mitotic metaphase plate congression","BP"
"6947","GO:0060391",0.0582594082037946,0.995235448041157,3,4,"positive regulation of SMAD protein signal transduction","BP"
"6732","GO:0052689",0.0582641981564708,0.995234879169484,3,4,"carboxylic ester hydrolase activity","MF"
"1650","GO:0007019",0.058283620867557,0.995232572223723,3,4,"microtubule depolymerization","BP"
"263","GO:0001578",0.0583833987332988,0.995220715071518,3,4,"microtubule bundle formation","BP"
"9324","GO:2000095",0.0583872438271063,0.995220257938012,3,4,"regulation of Wnt signaling pathway, planar cell polarity pathway","BP"
"4598","GO:0035050",0.0584003684259398,0.987405200561765,5,9,"embryonic heart tube development","BP"
"7267","GO:0062176",0.0584094018314797,0.995217623339654,3,4,"R-loop disassembly","BP"
"5656","GO:0045292",0.0584754766421691,0.995209764086507,3,4,"mRNA cis splicing, via spliceosome","BP"
"6487","GO:0051010",0.0584766191418306,0.995209628153642,3,4,"microtubule plus-end binding","MF"
"2467","GO:0010632",0.0586222623656455,0.995192289031174,3,4,"regulation of epithelial cell migration","BP"
"6311","GO:0048872",0.05863855243199,0.995190348343951,3,4,"homeostasis of number of cells","BP"
"7914","GO:0090190",0.0586602362902892,0.995187764664795,3,4,"positive regulation of branching involved in ureteric bud morphogenesis","BP"
"5141","GO:0042564",0.0586655020422784,0.995187137167849,3,4,"NLS-dependent protein nuclear import complex","CC"
"3823","GO:0031103",0.0586685119422502,0.99518677847858,3,4,"axon regeneration","BP"
"6936","GO:0060349",0.0588210123561973,0.995168593157989,3,4,"bone morphogenesis","BP"
"2879","GO:0016197",0.0588479864572062,0.995165374136289,3,4,"endosomal transport","BP"
"3429","GO:0021954",0.0589732616096577,0.995150414573604,3,4,"central nervous system neuron development","BP"
"3524","GO:0030127",0.0592101304746894,0.99512208632688,3,4,"COPII vesicle coat","CC"
"1223","GO:0005882",0.0592755497224849,0.995114252659969,3,4,"intermediate filament","CC"
"6417","GO:0050811",0.0593819858599108,0.995101498273619,3,4,"GABA receptor binding","MF"
"4610","GO:0035082",0.0595972315089264,0.987065167679862,5,9,"axoneme assembly","BP"
"3299","GO:0019899",0.0597919756662839,0.964934193980109,25,71,"enzyme binding","MF"
"3535","GO:0030145",0.0598225740180623,0.987000880705065,5,9,"manganese ion binding","MF"
"3545","GO:0030166",0.0599702485401306,0.986958705691488,5,9,"proteoglycan biosynthetic process","BP"
"3562","GO:0030206",0.0604900022365857,0.986809980480701,5,9,"chondroitin sulfate biosynthetic process","BP"
"7195","GO:0061588",0.0674462472326164,1,2,2,"calcium activated phospholipid scrambling","BP"
"7196","GO:0061589",0.0674462472326164,1,2,2,"calcium activated phosphatidylserine scrambling","BP"
"7197","GO:0061590",0.0674462472326164,1,2,2,"calcium activated phosphatidylcholine scrambling","BP"
"7198","GO:0061591",0.0674462472326164,1,2,2,"calcium activated galactosylceramide scrambling","BP"
"1637","GO:0006990",0.0674789823121486,1,2,2,"positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response","BP"
"9023","GO:1904754",0.0676205048013007,1,2,2,"positive regulation of vascular associated smooth muscle cell migration","BP"
"599","GO:0003223",0.0677135953060068,1,2,2,"ventricular compact myocardium morphogenesis","BP"
"2646","GO:0014912",0.0677135953060068,1,2,2,"negative regulation of smooth muscle cell migration","BP"
"639","GO:0003404",0.0677508709633729,1,2,2,"optic vesicle morphogenesis","BP"
"5504","GO:0044242",0.0677729912691908,1,2,2,"cellular lipid catabolic process","BP"
"1126","GO:0005685",0.0678719947534103,1,2,2,"U1 snRNP","CC"
"8033","GO:0097151",0.0679371192706946,1,2,2,"positive regulation of inhibitory postsynaptic potential","BP"
"3565","GO:0030215",0.0679698491552771,1,2,2,"semaphorin receptor binding","MF"
"1952","GO:0008138",0.0679937946580978,1,2,2,"protein tyrosine/serine/threonine phosphatase activity","MF"
"6728","GO:0052629",0.0679937946580978,1,2,2,"phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity","MF"
"5874","GO:0046328",0.0680242530118192,1,2,2,"regulation of JNK cascade","BP"
"5781","GO:0045815",0.0680609561762939,1,2,2,"positive regulation of gene expression, epigenetic","BP"
"5440","GO:0043622",0.0680934149004043,1,2,2,"cortical microtubule organization","BP"
"7319","GO:0070198",0.0681486626294844,1,2,2,"protein localization to chromosome, telomeric region","BP"
"2379","GO:0010183",0.0681708020517373,1,2,2,"pollen tube guidance","BP"
"5170","GO:0042659",0.0681782949084965,1,2,2,"regulation of cell fate specification","BP"
"2023","GO:0008306",0.0682453310601158,0.980971888190272,6,12,"associative learning","BP"
"982","GO:0005152",0.0682765199938651,1,2,2,"interleukin-1 receptor antagonist activity","MF"
"8393","GO:0110011",0.0682765199938651,1,2,2,"regulation of basement membrane organization","BP"
"2442","GO:0010524",0.0683702416613215,1,2,2,"positive regulation of calcium ion transport into cytosol","BP"
"4123","GO:0032374",0.0683753346917885,1,2,2,"regulation of cholesterol transport","BP"
"2063","GO:0008409",0.0683820368544463,1,2,2,"5'-3' exonuclease activity","MF"
"7163","GO:0061351",0.0685499113717406,1,2,2,"neural precursor cell proliferation","BP"
"5451","GO:0043657",0.0686754479388154,1,2,2,"host cell","CC"
"4857","GO:0036057",0.0687497001610178,1,2,2,"slit diaphragm","CC"
"3127","GO:0018149",0.068763398377813,1,2,2,"peptide cross-linking","BP"
"1749","GO:0007227",0.0688159728735337,1,2,2,"signal transduction downstream of smoothened","BP"
"7059","GO:0060830",0.0688159728735337,1,2,2,"ciliary receptor clustering involved in smoothened signaling pathway","BP"
"7121","GO:0061065",0.0688159728735337,1,2,2,"regulation of dauer larval development","BP"
"7939","GO:0090306",0.0688471013794846,1,2,2,"meiotic spindle assembly","BP"
"348","GO:0001829",0.0689278538319094,1,2,2,"trophectodermal cell differentiation","BP"
"3569","GO:0030219",0.0689278538319094,1,2,2,"megakaryocyte differentiation","BP"
"5358","GO:0043353",0.0689278538319094,1,2,2,"enucleate erythrocyte differentiation","BP"
"6867","GO:0060136",0.0689278538319094,1,2,2,"embryonic process involved in female pregnancy","BP"
"9008","GO:1904668",0.0689279096638105,1,2,2,"positive regulation of ubiquitin protein ligase activity","BP"
"2914","GO:0016319",0.0689691511952278,1,2,2,"mushroom body development","BP"
"2140","GO:0008716",0.0689731532084166,1,2,2,"D-alanine-D-alanine ligase activity","MF"
"2197","GO:0009252",0.0689731532084166,1,2,2,"peptidoglycan biosynthetic process","BP"
"8142","GO:0097731",0.0689787112380436,1,2,2,"9+0 non-motile cilium","CC"
"816","GO:0004508",0.0689814466546868,1,2,2,"steroid 17-alpha-monooxygenase activity","MF"
"6042","GO:0047442",0.0689814466546868,1,2,2,"17-alpha-hydroxyprogesterone aldolase activity","MF"
"4671","GO:0035254",0.0690195164153227,1,2,2,"glutamate receptor binding","MF"
"2142","GO:0008745",0.069025737871685,1,2,2,"N-acetylmuramoyl-L-alanine amidase activity","MF"
"2198","GO:0009253",0.069025737871685,1,2,2,"peptidoglycan catabolic process","BP"
"2968","GO:0016539",0.069025737871685,1,2,2,"intein-mediated protein splicing","BP"
"3160","GO:0019028",0.069025737871685,1,2,2,"viral capsid","CC"
"3161","GO:0019031",0.069025737871685,1,2,2,"viral envelope","CC"
"3162","GO:0019033",0.069025737871685,1,2,2,"viral tegument","CC"
"3165","GO:0019058",0.069025737871685,1,2,2,"viral life cycle","BP"
"3166","GO:0019062",0.069025737871685,1,2,2,"virion attachment to host cell","BP"
"3169","GO:0019068",0.069025737871685,1,2,2,"virion assembly","BP"
"3319","GO:0020002",0.069025737871685,1,2,2,"host cell plasma membrane","CC"
"3643","GO:0030430",0.069025737871685,1,2,2,"host cell cytoplasm","CC"
"3710","GO:0030683",0.069025737871685,1,2,2,"mitigation of host immune response by virus","BP"
"4392","GO:0033644",0.069025737871685,1,2,2,"host cell membrane","CC"
"4973","GO:0039503",0.069025737871685,1,2,2,"suppression by virus of host innate immune response","BP"
"4986","GO:0039693",0.069025737871685,1,2,2,"viral DNA genome replication","BP"
"4989","GO:0039707",0.069025737871685,1,2,2,"pore formation by virus in membrane of host cell","BP"
"5012","GO:0042025",0.069025737871685,1,2,2,"host cell nucleus","CC"
"5486","GO:0044165",0.069025737871685,1,2,2,"host cell endoplasmic reticulum","CC"
"5487","GO:0044167",0.069025737871685,1,2,2,"host cell endoplasmic reticulum membrane","CC"
"5491","GO:0044177",0.069025737871685,1,2,2,"host cell Golgi apparatus","CC"
"5492","GO:0044178",0.069025737871685,1,2,2,"host cell Golgi membrane","CC"
"5558","GO:0044662",0.069025737871685,1,2,2,"disruption by virus of host cell membrane","BP"
"5960","GO:0046760",0.069025737871685,1,2,2,"viral budding from Golgi membrane","BP"
"5964","GO:0046797",0.069025737871685,1,2,2,"viral procapsid maturation","BP"
"6776","GO:0055036",0.069025737871685,1,2,2,"virion membrane","CC"
"7240","GO:0061822",0.069025737871685,1,2,2,"ciliary cap","CC"
"7241","GO:0061823",0.069025737871685,1,2,2,"ring centriole","CC"
"7831","GO:0075509",0.069025737871685,1,2,2,"endocytosis involved in viral entry into host cell","BP"
"7832","GO:0075512",0.069025737871685,1,2,2,"clathrin-dependent endocytosis of virus by host cell","BP"
"8144","GO:0098015",0.069025737871685,1,2,2,"virus tail","CC"
"8236","GO:0098932",0.069025737871685,1,2,2,"disruption by virus of host cell wall peptidoglycan during virus entry","BP"
"8252","GO:0098994",0.069025737871685,1,2,2,"disruption of host cell envelope during viral entry","BP"
"8254","GO:0099001",0.069025737871685,1,2,2,"viral genome ejection through host cell envelope, long flexible tail mechanism","BP"
"6268","GO:0048741",0.0690437830280855,1,2,2,"skeletal muscle fiber development","BP"
"2175","GO:0009071",0.0690536211412042,1,2,2,"serine family amino acid catabolic process","BP"
"5885","GO:0046360",0.0690536211412042,1,2,2,"2-oxobutyrate biosynthetic process","BP"
"7479","GO:0070905",0.0690536211412042,1,2,2,"serine binding","MF"
"676","GO:0003777",0.0690692406282793,0.97783089534839,7,15,"microtubule motor activity","MF"
"1197","GO:0005828",0.0690811282365143,1,2,2,"kinetochore microtubule","CC"
"7215","GO:0061673",0.0690811282365143,1,2,2,"mitotic spindle astral microtubule","CC"
"7386","GO:0070463",0.0690811282365143,1,2,2,"tubulin-dependent ATPase activity","MF"
"2377","GO:0010181",0.0691902398349518,1,2,2,"FMN binding","MF"
"1474","GO:0006607",0.0692258239698695,1,2,2,"NLS-bearing protein import into nucleus","BP"
"496","GO:0002385",0.069251032746652,1,2,2,"mucosal immune response","BP"
"2662","GO:0015095",0.0692512614230424,1,2,2,"magnesium ion transmembrane transporter activity","MF"
"8904","GO:1903830",0.0692512614230424,1,2,2,"magnesium ion transmembrane transport","BP"
"1824","GO:0007423",0.0692825661392502,1,2,2,"sensory organ development","BP"
"5296","GO:0043149",0.0692931473279007,1,2,2,"stress fiber assembly","BP"
"3350","GO:0021559",0.0693892730411611,1,2,2,"trigeminal nerve development","BP"
"2552","GO:0010898",0.0693968600214977,1,2,2,"positive regulation of triglyceride catabolic process","BP"
"8628","GO:1901621",0.0694105205105015,1,2,2,"negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning","BP"
"5910","GO:0046513",0.0694111173930347,1,2,2,"ceramide biosynthetic process","BP"
"100","GO:0000354",0.0694114028788856,1,2,2,"cis assembly of pre-catalytic spliceosome","BP"
"1124","GO:0005682",0.0694114028788856,1,2,2,"U5 snRNP","CC"
"3764","GO:0030904",0.0694512341080435,1,2,2,"retromer complex","CC"
"1525","GO:0006729",0.069519776585938,1,2,2,"tetrahydrobiopterin biosynthetic process","BP"
"8205","GO:0098821",0.0695216427172706,1,2,2,"BMP receptor activity","MF"
"1778","GO:0007294",0.0695469039663655,1,2,2,"germarium-derived oocyte fate determination","BP"
"3900","GO:0031362",0.0695515966724055,1,2,2,"anchored component of external side of plasma membrane","CC"
"6891","GO:0060242",0.069553203504375,1,2,2,"contact inhibition","BP"
"403","GO:0001967",0.0695635294876875,1,2,2,"suckling behavior","BP"
"6062","GO:0047830",0.0695722078857285,1,2,2,"D-octopine dehydrogenase activity","MF"
"6340","GO:0050325",0.0695722078857285,1,2,2,"tauropine dehydrogenase activity","MF"
"3062","GO:0016926",0.0695748681420697,1,2,2,"protein desumoylation","BP"
"7302","GO:0070140",0.0695748681420697,1,2,2,"SUMO-specific isopeptidase activity","MF"
"2279","GO:0009723",0.069603592168391,1,2,2,"response to ethylene","BP"
"5360","GO:0043369",0.0696111722851944,1,2,2,"CD4-positive or CD8-positive, alpha-beta T cell lineage commitment","BP"
"5699","GO:0045577",0.0696111722851944,1,2,2,"regulation of B cell differentiation","BP"
"5701","GO:0045582",0.0696111722851944,1,2,2,"positive regulation of T cell differentiation","BP"
"7193","GO:0061578",0.0696111722851944,1,2,2,"Lys63-specific deubiquitinase activity","MF"
"8566","GO:1901026",0.0696111722851944,1,2,2,"ripoptosome assembly involved in necroptotic process","BP"
"8893","GO:1903753",0.0696111722851944,1,2,2,"negative regulation of p38MAPK cascade","BP"
"8903","GO:1903829",0.0696111722851944,1,2,2,"positive regulation of cellular protein localization","BP"
"9502","GO:2001242",0.0696111722851944,1,2,2,"regulation of intrinsic apoptotic signaling pathway","BP"
"6481","GO:0050975",0.0696267118929982,1,2,2,"sensory perception of touch","BP"
"7786","GO:0072375",0.0696267118929982,1,2,2,"medium-term memory","BP"
"229","GO:0001409",0.0696267332211211,1,2,2,"guanine nucleotide transmembrane transporter activity","MF"
