gene_id,1041,1471,1637,Sample1,Sample2,Sample3
STRG.14882,1,0,1,1,3,1
STRG.14889,37,38,35,20,51,33
STRG.14888,13,25,26,4,4,9
Pocillopora_acuta_HIv1_PredGene_g24740.t1,0,0,0,3,8,0
Pocillopora_acuta_HIv1_PredGene_g4074.t1,0,0,0,0,0,2
STRG.18289,1393,1336,1215,979,2008,1708
STRG.18288,67,70,67,18,37,19
STRG.18283,57,62,95,17,26,41
STRG.18282,10,7,0,0,0,0
STRG.18281,252,220,208,110,214,191
STRG.18280,11,22,13,3,4,8
STRG.18287,127,124,168,61,78,52
Pocillopora_acuta_HIv1_PredGene_g2447.t1,0,0,0,0,0,0
STRG.18285,6,22,23,0,5,9
STRG.18284,17,15,11,8,8,12
Pocillopora_acuta_HIv1_PredGene_g10238.t1,0,0,0,4,0,1
STRG.22389,5,20,0,0,13,5
STRG.22388,91,251,218,88,648,383
STRG.22387,3,0,7,8,17,13
STRG.22386,10,11,17,18,7,19
STRG.22385,386,323,270,87,85,89
STRG.22384,244,423,147,127,0,0
STRG.22383,361,199,301,69,93,82
STRG.22382,608,533,480,318,364,404
STRG.22381,145,94,126,141,104,158
STRG.19418,15,10,0,9,0,15
STRG.16762,671,65,582,613,148,1075
STRG.16763,10,11,14,15,25,0
STRG.16760,51,139,72,36,83,52
STRG.9124,136,102,105,52,43,67
Pocillopora_acuta_HIv1_PredGene_g20359.t1,0,0,0,3,0,0
STRG.16767,317,183,103,203,143,169
STRG.16764,110,159,120,136,164,187
STRG.16765,589,588,622,593,687,806
Pocillopora_acuta_HIv1_PredGene_g4948.t1,0,0,0,0,1,2
STRG.16768,2,8,2,3,10,3
STRG.16769,14,9,24,3,8,9
STRG.15040,34,77,65,30,90,74
STRG.19415,1406,1098,1295,672,796,1082
STRG.8660,1444,1324,1094,953,845,948
Pocillopora_acuta_HIv1_PredGene_g2195.t1,0,17,0,13,9,11
Pocillopora_acuta_HIv1_PredGene_g32601.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g10882.t1,0,0,0,28,28,31
STRG.15046,80,158,73,113,317,105
STRG.8666,59,104,50,43,59,51
Pocillopora_acuta_HIv1_PredGene_g19877.t1,0,0,0,0,3,5
STRG.15044,20,47,10,9,45,9
STRG.8664,121,89,116,63,36,51
STRG.19410,191,269,149,104,125,129
STRG.9377,124,114,109,81,92,92
STRG.19202,83,119,55,41,35,48
Pocillopora_acuta_HIv1_PredGene_g21238.t1,0,0,0,0,0,0
STRG.15048,11,31,0,3,13,0
STRG.19486,4,0,10,10,5,8
STRG.19487,4,0,5,0,0,0
STRG.19484,32,6,27,44,34,50
STRG.19485,130,116,162,40,66,78
STRG.19482,179,62,103,164,73,109
STRG.19483,86,64,49,124,76,86
STRG.19480,8,0,0,1,5,0
STRG.19481,5,53,8,4,14,6
Pocillopora_acuta_HIv1_PredGene_g23000.t1,0,0,0,3,4,2
STRG.19488,29,0,21,10,0,9
STRG.19489,51,10,47,20,11,25
STRG.19203,57,68,38,28,99,68
Pocillopora_acuta_HIv1_PredGene_g9413.t1,0,0,0,3,3,1
Pocillopora_acuta_HIv1_PredGene_g10414.t1,0,0,0,1,1,1
STRG.19158,12,10,19,8,9,9
STRG.19159,430,452,413,252,358,398
Pocillopora_acuta_HIv1_PredGene_g13630.t1,0,0,0,5,10,5
STRG.19151,826,723,760,196,158,186
STRG.19152,149,88,122,30,18,42
STRG.19153,10,41,19,0,71,17
STRG.19154,26,49,34,22,70,34
STRG.19155,92,109,94,51,51,84
Pocillopora_acuta_HIv1_PredGene_g16367.t1,0,0,0,0,2,5
STRG.19157,29,14,14,9,10,14
STRG.6841,2279,1614,1769,2038,2551,2523
STRG.6840,1070,1056,1013,357,316,329
STRG.6843,250,106,146,117,68,80
STRG.6842,197,257,207,125,184,174
STRG.6845,117,80,151,138,127,163
STRG.15869,15,49,31,20,33,22
STRG.6847,12,21,0,2,4,2
STRG.6846,33,64,52,10,20,21
STRG.15864,437,377,397,258,266,285
STRG.6848,2,9,13,10,28,18
STRG.15866,77,54,39,16,26,44
STRG.15867,451,354,336,48,24,49
STRG.15860,3,3,2,4,2,6
Pocillopora_acuta_HIv1_PredGene_g9756.t1,0,41,0,0,21,0
STRG.15862,39,65,30,24,24,28
STRG.15863,335,271,249,271,297,342
STRG.4991,5072,916,4177,1260,637,1895
STRG.4990,73,65,84,16,29,38
STRG.4993,19,14,28,4,17,10
STRG.4992,6037,4163,4341,4143,6813,6082
STRG.4995,29,27,30,8,17,11
STRG.4994,115,82,78,21,21,26
STRG.4997,138,77,83,38,119,68
STRG.4996,26,38,26,16,23,15
STRG.4999,14,0,0,23,26,18
STRG.4998,24,38,40,14,28,26
Pocillopora_acuta_HIv1_PredGene_g1502.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g7275.t1,0,0,0,0,0,0
STRG.257,15,17,17,23,26,30
STRG.256,202,283,257,62,106,84
STRG.255,111,176,134,42,69,53
STRG.254,311,301,337,111,268,228
STRG.253,42,36,28,10,11,19
STRG.252,59,75,68,20,22,12
STRG.251,135,122,120,66,51,34
STRG.250,357,239,263,19,42,43
Pocillopora_acuta_HIv1_PredGene_g10356.t1,0,0,0,0,0,0
STRG.259,877,1125,734,552,634,522
STRG.258,719,409,499,288,421,432
Pocillopora_acuta_HIv1_PredGene_g23251.t1,0,0,0,4,0,4
Pocillopora_acuta_HIv1_PredGene_g657.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g18907.t2,0,408,864,505,603,724
Pocillopora_acuta_HIv1_PredGene_g1500.t1,0,0,0,1,0,0
STRG.17574,2189,2169,1904,949,1156,1171
STRG.21124,14,0,13,107,29,139
STRG.21125,169,33,109,33,25,16
STRG.21122,13,5,10,65,8,88
STRG.21123,3,0,3,21,2,42
STRG.21120,1,0,0,7,0,3
Pocillopora_acuta_HIv1_PredGene_g26958.t1,0,0,0,0,2,0
STRG.10333,153,190,85,104,193,123
STRG.10332,1751,1389,1461,634,661,602
STRG.10331,510,422,357,231,281,270
STRG.10330,320,279,345,145,176,226
Pocillopora_acuta_HIv1_PredGene_g17490.t1,0,0,0,0,0,0
STRG.10336,72,70,75,65,122,127
Pocillopora_acuta_HIv1_PredGene_g20740.t1,0,0,0,1,3,0
STRG.21129,83,23,59,52,12,64
Pocillopora_acuta_HIv1_PredGene_g29208.t1,0,0,0,2,9,0
STRG.20839,216,223,159,42,19,23
STRG.20838,23,140,0,9,81,0
Pocillopora_acuta_HIv1_PredGene_g32053.t2,0,0,0,853,0,2597
STRG.20833,303,194,225,154,171,196
STRG.2430,4,9,10,0,1,0
STRG.20831,8,16,8,7,18,16
STRG.20830,139,134,220,83,112,136
STRG.20837,32,124,42,15,75,25
STRG.20836,41,151,41,4,133,26
STRG.20835,56,70,153,14,41,62
STRG.20834,179,148,105,31,43,43
STRG.17572,215,150,199,75,132,135
Pocillopora_acuta_HIv1_PredGene_g23253.t1,0,0,0,0,6,0
STRG.17573,160,148,131,182,226,223
Pocillopora_acuta_HIv1_PredGene_g18927.t1,0,0,0,0,3,0
Pocillopora_acuta_HIv1_PredGene_g9754.t1,0,0,12,9,8,0
Pocillopora_acuta_HIv1_PredGene_g29229.t1,0,6,6,10,11,12
STRG.7217,19,20,22,6,6,10
STRG.3509,57,36,81,56,78,63
STRG.3508,162,124,97,171,152,132
STRG.3507,10,47,32,31,59,47
STRG.3506,1005,984,791,587,556,569
STRG.3505,76,61,60,28,41,41
STRG.3504,1087,0,623,326,413,436
STRG.3503,1701,1593,3118,1207,2378,3667
STRG.3502,1986,1233,1410,973,1432,1355
STRG.3501,81,96,135,37,34,35
STRG.2439,6,0,13,0,0,3
Pocillopora_acuta_HIv1_PredGene_g20157.t1,0,0,1,0,1,0
Pocillopora_acuta_HIv1_PredGene_g26794.t1,0,0,0,2,3,1
STRG.7086,20,46,13,21,24,22
STRG.7087,35,29,30,23,27,19
STRG.7084,186,191,269,66,112,140
STRG.7085,5,8,0,2,8,8
STRG.7082,172,142,185,33,31,69
STRG.7083,81,405,67,15,104,43
STRG.7080,252,187,160,171,185,183
STRG.7081,6,0,0,3,9,10
Pocillopora_acuta_HIv1_PredGene_g30309.t1,0,0,0,9,5,0
STRG.7089,6,5,4,0,0,2
STRG.1866,68,53,66,15,15,21
STRG.1867,61,90,31,13,28,15
STRG.1864,190,156,148,62,88,81
STRG.14059,201,158,151,162,292,237
STRG.1862,100,117,110,19,19,25
STRG.1863,663,511,411,332,348,295
STRG.1860,1787,1621,1276,2096,2752,2522
STRG.1861,66,73,82,39,72,73
Pocillopora_acuta_HIv1_PredGene_g19319.t1,0,0,0,1,0,0
STRG.14053,124,89,94,34,78,57
STRG.14050,444,255,419,310,274,400
STRG.14051,801,854,790,952,1084,1289
STRG.14056,5,0,0,0,0,0
STRG.14057,262,224,293,104,130,156
STRG.1868,1387,1334,1289,1037,1387,1288
STRG.1869,72,48,56,18,57,31
STRG.16995,48,63,44,28,33,23
STRG.8508,789,1257,613,162,580,286
STRG.8509,334,571,293,84,129,117
STRG.7338,3686,3151,3329,2056,2466,2497
Pocillopora_acuta_HIv1_PredGene_g25728.t1,0,38,16,0,32,10
STRG.9777,109,103,68,37,58,60
STRG.7334,562,745,631,298,293,308
STRG.8503,11,35,12,33,34,30
STRG.7336,3614,4459,3668,800,847,987
STRG.8501,150,206,127,96,137,103
STRG.8506,7,2,0,2,1,5
STRG.7331,453,613,449,533,1471,1093
STRG.7332,19,22,23,0,9,0
STRG.7333,15,26,4,11,7,3
Pocillopora_acuta_HIv1_PredGene_g30953.t1,0,10,10,0,0,0
STRG.16991,41,69,40,90,140,96
Pocillopora_acuta_HIv1_PredGene_g32515.t1,0,0,0,10,4,0
STRG.16993,14,11,14,12,16,21
Pocillopora_acuta_HIv1_PredGene_g20155.t1,0,0,0,0,2,0
STRG.16992,33,42,36,51,52,41
Pocillopora_acuta_HIv1_PredGene_g30476.t1,0,0,0,5,2,0
Pocillopora_acuta_HIv1_PredGene_g23232.t1,0,0,0,1,2,2
Pocillopora_acuta_HIv1_PredGene_g8044.t1,0,0,13,9,7,6
STRG.15590,13,4,12,11,5,8
Pocillopora_acuta_HIv1_PredGene_g32029.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32517.t1,0,0,0,3,3,0
STRG.16999,10,8,16,10,13,11
STRG.21646,4,8,5,6,10,8
Pocillopora_acuta_HIv1_PredGene_g17706.t1,0,0,4,18,27,13
STRG.9778,18,9,12,0,12,4
Pocillopora_acuta_HIv1_PredGene_g28643.t1,0,0,0,5,2,3
STRG.21644,186,135,102,64,53,89
STRG.23719,115,81,84,87,63,71
STRG.23718,202,149,166,56,84,97
STRG.23713,14,82,14,32,75,36
STRG.23712,464,432,311,154,243,211
STRG.23711,649,529,540,62,60,80
STRG.23710,91,101,36,64,65,59
Pocillopora_acuta_HIv1_PredGene_g33430.t1,0,0,0,0,0,0
STRG.23716,164,160,147,148,188,223
STRG.23715,42,42,62,31,43,51
Pocillopora_acuta_HIv1_PredGene_g758.t1,0,0,0,0,3,0
Pocillopora_acuta_HIv1_PredGene_g22321.t1,0,259,41,336,365,369
Pocillopora_acuta_HIv1_PredGene_g2524.t1,0,0,0,10,21,6
Pocillopora_acuta_HIv1_PredGene_g26744.t1,0,0,0,2,3,0
STRG.12065,26,18,19,26,36,39
STRG.4064,101,108,88,166,155,181
Pocillopora_acuta_HIv1_PredGene_g23079.t1,0,0,0,0,0,0
STRG.6069,490,240,285,238,350,314
STRG.6068,188,155,92,106,133,132
STRG.6067,112,95,58,63,60,66
STRG.6066,377,327,263,166,257,223
STRG.6065,926,462,359,574,399,407
STRG.6064,803,534,530,778,844,694
STRG.6063,335,254,196,194,283,298
STRG.6062,1247,997,925,578,526,639
STRG.6061,12,0,14,3,8,11
STRG.6060,16,22,12,13,17,16
STRG.17025,58,91,21,60,27,22
Pocillopora_acuta_HIv1_PredGene_g14737.t1,0,6,0,7,31,14
Pocillopora_acuta_HIv1_PredGene_g5379.t1,0,0,0,0,0,0
STRG.17689,53,28,35,23,32,39
Pocillopora_acuta_HIv1_PredGene_g12645.t1,0,0,0,0,0,1
STRG.17021,615,0,595,197,0,337
STRG.12069,37,90,61,0,15,17
Pocillopora_acuta_HIv1_PredGene_g16878.t1,0,0,0,3,24,7
Pocillopora_acuta_HIv1_PredGene_g1555.t1,0,0,8,2,0,0
STRG.17683,32,0,0,20,4,7
Pocillopora_acuta_HIv1_PredGene_g27722.t1,0,0,150,104,0,160
Pocillopora_acuta_HIv1_PredGene_g31178.t1,0,0,0,2,0,1
Pocillopora_acuta_HIv1_PredGene_g2764.t1,0,67,0,8,98,34
Pocillopora_acuta_HIv1_PredGene_15657_t,0,0,36,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8670.t1,0,0,0,0,6,0
Pocillopora_acuta_HIv1_PredGene_g23036.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g5892.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8186.t1,0,0,0,9,6,6
Pocillopora_acuta_HIv1_PredGene_g910.t2,0,0,0,0,0,18
Pocillopora_acuta_HIv1_PredGene_g5149.t1,0,0,0,2,7,2
Pocillopora_acuta_HIv1_PredGene_g1557.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24788.t1,0,0,0,6,28,14
Pocillopora_acuta_HIv1_PredGene_g19971.t1,0,0,0,2,0,0
STRG.21822,1451,1264,1283,1917,4717,3058
STRG.21821,305,176,206,69,59,52
STRG.21820,524,392,407,295,311,273
STRG.21827,17,22,13,5,8,10
STRG.21826,7,8,0,3,0,1
STRG.21825,6,0,7,6,8,7
STRG.21824,344,249,194,142,185,183
STRG.21829,50,39,64,23,28,78
STRG.21828,98,106,110,33,75,93
STRG.2921,470,445,336,266,348,293
Pocillopora_acuta_HIv1_PredGene_g26098.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g18385.t1,0,0,0,3,4,0
Pocillopora_acuta_HIv1_PredGene_25146_t,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g29100.t1,0,8,0,0,0,0
STRG.17614,47,26,63,16,11,20
Pocillopora_acuta_HIv1_PredGene_g4669.t1,0,0,0,7,6,0
Pocillopora_acuta_HIv1_PredGene_g6400.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g18526.t1,0,0,5,7,3,0
STRG.15381,39,36,45,12,7,8
STRG.13523,11,8,22,9,3,0
STRG.13522,9,12,19,8,5,4
STRG.13521,175,149,188,106,92,60
STRG.13520,75,60,45,15,22,23
STRG.13527,328,178,137,169,180,104
STRG.13526,108,121,103,107,200,139
STRG.13525,273,141,133,63,54,59
STRG.13524,8,4,10,4,8,0
Pocillopora_acuta_HIv1_PredGene_g18387.t1,0,0,0,2,0,0
STRG.13528,92,71,57,31,27,42
Pocillopora_acuta_HIv1_PredGene_17472_t,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13594.t1,0,0,6,11,37,10
Pocillopora_acuta_HIv1_PredGene_g3702.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_19355_t,0,4,0,0,11,0
Pocillopora_acuta_HIv1_PredGene_g30549.t1,0,0,0,1,1,1
STRG.24034,6,10,10,0,5,0
Pocillopora_acuta_HIv1_PredGene_6465_t,0,0,0,0,0,0
STRG.17613,1296,1144,289,810,803,626
Pocillopora_acuta_HIv1_PredGene_g3541.t1,0,0,0,1,2,0
Pocillopora_acuta_HIv1_PredGene_g1211.t1,0,0,0,0,0,3
Pocillopora_acuta_HIv1_PredGene_g26286.t1,0,0,0,2,0,0
Pocillopora_acuta_HIv1_PredGene_g28282.t1,0,0,0,2,2,0
STRG.17612,310,271,196,157,167,227
Pocillopora_acuta_HIv1_PredGene_g22589.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_11978_t,0,0,0,0,0,0
STRG.23565,28,20,11,28,56,38
Pocillopora_acuta_HIv1_PredGene_g24816.t1,0,0,0,2,3,1
Pocillopora_acuta_HIv1_PredGene_10197_t,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1806.t1,0,0,2,1,2,1
Pocillopora_acuta_HIv1_PredGene_g10928.t1,0,0,0,0,0,0
STRG.159,383,84,198,309,86,213
STRG.1017,44,8,6,31,11,5
Pocillopora_acuta_HIv1_PredGene_g17542.t1,0,0,0,0,3,0
STRG.1016,81,54,41,61,144,105
Pocillopora_acuta_HIv1_PredGene_32124_t,0,0,0,2,0,0
STRG.18753,30,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2914.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3543.t1,0,0,0,4,2,0
STRG.18755,9,0,3,7,0,0
Pocillopora_acuta_HIv1_PredGene_g19909.t1,0,0,1,2,3,3
STRG.157,323,88,189,120,39,101
STRG.18757,16,28,5,6,4,0
STRG.18756,3,0,0,2,0,0
STRG.5641,120,101,49,35,51,47
Pocillopora_acuta_HIv1_PredGene_g13877.t1,0,0,0,6,0,6
Pocillopora_acuta_HIv1_PredGene_g10833.t1,0,0,0,0,3,0
Pocillopora_acuta_HIv1_PredGene_g27849.t1,0,0,0,3,7,2
Pocillopora_acuta_HIv1_PredGene_g14060.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g30422.t1,0,1,2,2,5,2
STRG.17154,1001,678,715,385,385,529
Pocillopora_acuta_HIv1_PredGene_g11821.t2,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g7724.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g4356.t1,0,6,6,6,9,7
Pocillopora_acuta_HIv1_PredGene_g17540.t1,0,0,0,0,0,0
STRG.14883,13,5,11,3,1,2
STRG.12585,8,10,15,7,12,9
Pocillopora_acuta_HIv1_PredGene_g27230.t1,0,13,0,11,9,9
Pocillopora_acuta_HIv1_PredGene_g3858.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g15190.t1,0,0,1,3,1,0
Pocillopora_acuta_HIv1_PredGene_g3824.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g5588.t1,0,0,0,4,5,0
Pocillopora_acuta_HIv1_PredGene_g14062.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g269.t1,0,0,0,6,3,3
Pocillopora_acuta_HIv1_PredGene_g31266.t1,0,0,0,0,5,5
Pocillopora_acuta_HIv1_PredGene_g32269.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8428.t1,0,0,4,1,2,2
STRG.2808,11,0,0,9,6,6
Pocillopora_acuta_HIv1_PredGene_g2174.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14984.t1,0,8,0,0,6,4
Pocillopora_acuta_HIv1_PredGene_g25464.t1,0,0,6,0,8,4
Pocillopora_acuta_HIv1_PredGene_g20748.t1,0,0,0,0,0,4
Pocillopora_acuta_HIv1_PredGene_g9567.t1,0,0,0,3,0,0
Pocillopora_acuta_HIv1_PredGene_g22811.t1,0,0,0,31,26,45
STRG.5592,18,22,0,25,46,39
STRG.5593,2,0,0,0,0,9
STRG.5590,1994,1487,1119,1850,2773,2203
STRG.9076,109,110,97,87,172,142
STRG.9071,1954,1200,1801,1055,702,1166
STRG.9070,119,193,112,37,144,86
STRG.9073,171,281,267,89,168,206
STRG.5595,14,36,32,0,16,11
STRG.5598,312,297,332,339,538,639
STRG.5599,380,341,295,72,72,105
STRG.9079,1361,2892,2288,341,423,580
STRG.9078,475,396,320,238,161,253
STRG.11772,237,232,194,123,180,143
Pocillopora_acuta_HIv1_PredGene_g24659.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25466.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_32388_t,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g7917.t1,0,0,0,4,3,0
Pocillopora_acuta_HIv1_PredGene_g9411.t1,0,0,10,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24629.t1,0,0,0,5,0,0
Pocillopora_acuta_HIv1_PredGene_16331_t,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g23891.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g4474.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g4474.t2,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g4474.t3,0,0,0,0,0,0
STRG.15528,291,231,220,222,291,273
Pocillopora_acuta_HIv1_PredGene_g526.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g5080.t1,0,5,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g15306.t1,0,0,0,0,0,0
STRG.4244,10,7,0,0,16,3
STRG.4247,50,14,23,14,16,15
Pocillopora_acuta_HIv1_PredGene_g4476.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g28827.t1,0,0,0,0,0,0
STRG.4240,11,8,15,9,1,3
STRG.4243,7,4,9,3,0,6
STRG.4242,541,38,109,81,7,26
STRG.4249,321,150,199,228,343,294
STRG.4248,116,117,113,124,60,98
STRG.14298,302,226,241,321,936,691
STRG.14299,426,280,303,285,367,344
Pocillopora_acuta_HIv1_PredGene_g17567.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g31973.t1,0,0,0,0,0,0
STRG.14291,100,171,133,53,101,60
STRG.14292,7,9,12,27,20,16
Pocillopora_acuta_HIv1_PredGene_g27140.t1,0,2,0,5,3,3
STRG.14294,287,225,237,53,99,107
STRG.14295,37,12,8,19,15,15
STRG.14296,7,7,6,15,10,9
STRG.14297,15,3,0,12,13,6
STRG.7538,15,69,29,24,63,45
STRG.7539,41,19,50,49,30,76
STRG.7536,3,22,7,7,15,12
Pocillopora_acuta_HIv1_PredGene_13704_t,0,0,0,0,0,0
STRG.7534,17,72,27,14,30,19
STRG.7535,89,37,86,24,19,20
STRG.7532,74,137,87,34,25,25
STRG.7533,68,93,85,40,68,64
STRG.7530,128,74,75,55,45,44
STRG.7531,26,26,22,8,0,4
STRG.16761,55,58,24,39,40,32
STRG.3628,54,75,87,24,26,39
STRG.3629,500,363,289,120,138,147
STRG.3626,448,320,289,351,323,350
STRG.3627,268,346,216,109,76,127
STRG.3624,15,19,20,21,32,28
STRG.3625,673,494,422,172,260,154
STRG.3622,366,321,245,91,99,110
STRG.3623,1278,1156,998,908,1052,1199
STRG.3620,190,165,127,81,82,90
STRG.3621,270,508,299,135,204,94
Pocillopora_acuta_HIv1_PredGene_g27142.t1,0,0,0,2,1,0
Pocillopora_acuta_HIv1_PredGene_g6345.t1,0,11,0,14,37,19
Pocillopora_acuta_HIv1_PredGene_g4855.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11198.t1,0,28,23,17,12,24
Pocillopora_acuta_HIv1_PredGene_3985_t,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_6091_t,0,0,3,1,0,0
STRG.13257,97,103,86,72,97,75
Pocillopora_acuta_HIv1_PredGene_g24240.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g4713.t1,0,0,0,3,0,5
STRG.15653,158,245,179,95,232,197
STRG.15652,14,0,0,4,7,3
